序号,目标色坐标,近邻序号,近邻色坐标,Δuv,Δuv统计,K点比例法Ra,精确法最佳Ra,近邻最佳Ra,近邻最佳RGB混色点,近邻最佳比例值,近邻边界
105,"(0.27353, 0.32196)",5,"(0.26735, 0.36266)",0.025866118337748,"",,,85.4970799433015,"(0.19761, 0.37716)","W=0.4939, RGB=0.5061",
105,"(0.27353, 0.32196)",6,"(0.27798, 0.28341)",0.0280900465700448,"",,,94.5099321291668,"(0.14983, 0.13210)","W=0.8592, RGB=0.1408",G-B
106,"(0.28243, 0.36003)",1,"(0.26735, 0.36266)",0.0104031038023901,"dUV max=0.028494, min=0.010403, avg=0.019040",87.4232,87.8751,85.4970799433015,"(0.19761, 0.37716)","W=0.4939, RGB=0.5061",
106,"(0.28243, 0.36003)",2,"(0.29388, 0.35063)",0.0107609748735642,"",,,92.3780795591851,"(0.19702, 0.35482)","W=0.7064, RGB=0.2936",
106,"(0.28243, 0.36003)",3,"(0.30353, 0.39139)",0.0176686693938731,"",,,89.3081614171004,"(0.22940, 0.49657)","W=0.6350, RGB=0.3650",
106,"(0.28243, 0.36003)",4,"(0.26036, 0.32520)",0.021409236862486,"",,,88.5966034219034,"(0.18115, 0.29950)","W=0.5580, RGB=0.4420",
106,"(0.28243, 0.36003)",5,"(0.27535, 0.40561)",0.0255067800668102,"",,,81.8767047355382,"(0.21682, 0.46273)","W=0.4317, RGB=0.5683",
106,"(0.28243, 0.36003)",6,"(0.28544, 0.31493)",0.02849416426697,"",,,94.6085444698083,"(0.17152, 0.23432)","W=0.7794, RGB=0.2206",
107,"(0.29266, 0.40380)",1,"(0.30353, 0.39139)",0.0106733426166874,"dUV max=0.028316, min=0.010673, avg=0.019010",83.8148,84.1836,89.3081614171004,"(0.22940, 0.49657)","W=0.6350, RGB=0.3650",
107,"(0.29266, 0.40380)",2,"(0.27535, 0.40561)",0.0108278855438882,"",,,81.8767047355382,"(0.21682, 0.46273)","W=0.4317, RGB=0.5683",
107,"(0.29266, 0.40380)",3,"(0.31464, 0.43839)",0.0168579844194291,"",,,84.1180112230032,"(0.27990, 0.60357)","W=0.5163, RGB=0.4837",R-G
107,"(0.29266, 0.40380)",4,"(0.26735, 0.36266)",0.0222145416677962,"",,,85.4970799433015,"(0.19761, 0.37716)","W=0.4939, RGB=0.5061",
107,"(0.29266, 0.40380)",5,"(0.28463, 0.45536)",0.0251694748486518,"",,,76.7152782064378,"(0.24019, 0.55220)","W=0.3650, RGB=0.6350",
107,"(0.29266, 0.40380)",6,"(0.34272, 0.42252)",0.0283159179095563,"",,,78.8104624158294,"(0.35833, 0.54660)","W=0.5183, RGB=0.4817",R-G
108,"(0.30454, 0.45463)",1,"(0.31464, 0.43839)",0.0106493562370167,"dUV max=0.027645, min=0.010649, avg=0.018920",79.0759,79.5527,84.1180112230032,"(0.27990, 0.60357)","W=0.5163, RGB=0.4837",R-G
108,"(0.30454, 0.45463)",2,"(0.28463, 0.45536)",0.0112972795506593,"",,,76.7152782064378,"(0.24019, 0.55220)","W=0.3650, RGB=0.6350",
108,"(0.30454, 0.45463)",3,"(0.32760, 0.49316)",0.016048933998474,"",,,67.8777437989625,"(0.32442, 0.57122)","W=0.2484, RGB=0.7516",R-G
108,"(0.30454, 0.45463)",4,"(0.27535, 0.40561)",0.0230213636271289,"",,,81.8767047355382,"(0.21682, 0.46273)","W=0.4317, RGB=0.5683",
108,"(0.30454, 0.45463)",5,"(0.29549, 0.51364)",0.024855099722252,"",,,66.5454499831201,"(0.27373, 0.60805)","W=0.2475, RGB=0.7525",R-G
108,"(0.30454, 0.45463)",6,"(0.35747, 0.47411)",0.0276454512825867,"",,,58.5962061128669,"(0.36977, 0.53829)","W=0.2494, RGB=0.7506",R-G
109,"(0.31851, 0.51440)",1,"(0.32760, 0.49316)",0.0106894441940891,"dUV max=0.026984, min=0.010689, avg=0.018852",68.7946,69.1777,67.8777437989625,"(0.32442, 0.57122)","W=0.2484, RGB=0.7516",R-G
109,"(0.31851, 0.51440)",2,"(0.29549, 0.51364)",0.0118059657972536,"",,,66.5454499831201,"(0.27373, 0.60805)","W=0.2475, RGB=0.7525",R-G
109,"(0.31851, 0.51440)",3,"(0.34289, 0.55781)",0.0152417784249423,"",,,32.6936694006778,"(0.34289, 0.55781)","W=0.0000, RGB=1.0000",
109,"(0.31851, 0.51440)",4,"(0.28463, 0.45536)",0.0238295486373672,"",,,76.7152782064378,"(0.24019, 0.55220)","W=0.3650, RGB=0.6350",
109,"(0.31851, 0.51440)",5,"(0.30840, 0.58286)",0.0245645350763096,"",,,33.2986104795885,"(0.30840, 0.58286)","W=0.0000, RGB=1.0000",
109,"(0.31851, 0.51440)",6,"(0.37477, 0.53465)",0.0269836548569868,"",,,24.8810403423692,"(0.37477, 0.53465)","W=0.0000, RGB=1.0000",
110,"(0.33517, 0.58568)",1,"(0.34289, 0.55781)",0.0107928925390814,"dUV max=0.032487, min=0.010793, avg=0.023555",34.4730,34.4730,32.6936694006778,"(0.34289, 0.55781)","W=0.0000, RGB=1.0000",
110,"(0.33517, 0.58568)",2,"(0.30840, 0.58286)",0.0123490896357612,"",,,33.2986104795885,"(0.30840, 0.58286)","W=0.0000, RGB=1.0000",
110,"(0.33517, 0.58568)",3,"(0.29549, 0.51364)",0.0246389625701818,"",,,66.5454499831201,"(0.27373, 0.60805)","W=0.2475, RGB=0.7525",R-G
110,"(0.33517, 0.58568)",4,"(0.32760, 0.49316)",0.0302828821910298,"",,,67.8777437989625,"(0.32442, 0.57122)","W=0.2484, RGB=0.7516",R-G
110,"(0.33517, 0.58568)",5,"(0.37477, 0.53465)",0.0307795945024371,"",,,24.8810403423692,"(0.37477, 0.53465)","W=0.0000, RGB=1.0000",
110,"(0.33517, 0.58568)",6,"(0.27095, 0.61007)",0.0324872881932326,"",,,25.6322528734377,"(0.27095, 0.61007)","W=0.0000, RGB=1.0000",
111,"(0.22970, 0.06906)",1,"(0.22616, 0.06432)",0.0100861238899839,"dUV max=0.029808, min=0.010086, avg=0.019965",-217.4042,-217.4042,-211.260879696398,"(0.22616, 0.06432)","W=0.0000, RGB=1.0000",
111,"(0.22970, 0.06906)",2,"(0.22850, 0.07422)",0.0119879051015675,"",,,-142.929162313174,"(0.22439, 0.06346)","W=0.1772, RGB=0.8228",B-R
111,"(0.22970, 0.06906)",3,"(0.24264, 0.07234)",0.0163037656803505,"",,,-218.238347343943,"(0.24264, 0.07234)","W=0.0000, RGB=1.0000",
111,"(0.22970, 0.06906)",4,"(0.21205, 0.06605)",0.022372961797712,"",,,-127.850432278517,"(0.20739, 0.05518)","W=0.1954, RGB=0.8046",B-R
111,"(0.22970, 0.06906)",5,"(0.24560, 0.08272)",0.0292285288920104,"",,,-151.500967882314,"(0.24209, 0.07208)","W=0.1622, RGB=0.8378",B-R
111,"(0.22970, 0.06906)",6,"(0.21393, 0.07616)",0.0298080082517234,"",,,-77.5963883583549,"(0.20402, 0.05355)","W=0.3507, RGB=0.6493",B-R
112,"(0.23272, 0.07965)",1,"(0.22850, 0.07422)",0.0108509441136024,"dUV max=0.028411, min=0.010851, avg=0.018902",-150.4730,-150.2324,-142.929162313174,"(0.22439, 0.06346)","W=0.1772, RGB=0.8228",B-R
112,"(0.23272, 0.07965)",2,"(0.23101, 0.08483)",0.0115590250414369,"",,,-92.5692478955004,"(0.22233, 0.06246)","W=0.3212, RGB=0.6788",B-R
112,"(0.23272, 0.07965)",3,"(0.24560, 0.08272)",0.0156466319794286,"",,,-151.500967882314,"(0.24209, 0.07208)","W=0.1622, RGB=0.8378",B-R
112,"(0.23272, 0.07965)",4,"(0.21393, 0.07616)",0.0229664839903447,"",,,-77.5963883583549,"(0.20402, 0.05355)","W=0.3507, RGB=0.6493",B-R
112,"(0.23272, 0.07965)",5,"(0.24264, 0.07234)",0.023977843591125,"",,,-218.238347343943,"(0.24264, 0.07234)","W=0.0000, RGB=1.0000",
112,"(0.23272, 0.07965)",6,"(0.24879, 0.09385)",0.0284112533388259,"",,,-102.596845655037,"(0.24145, 0.07177)","W=0.2963, RGB=0.7037",B-R
113,"(0.23597, 0.09103)",1,"(0.23370, 0.09622)",0.0111749333044515,"dUV max=0.027595, min=0.011175, avg=0.018848",-100.4293,-100.1167,-53.6407710436051,"(0.21991, 0.06128)","W=0.4404, RGB=0.5596",B-R
113,"(0.23597, 0.09103)",2,"(0.23101, 0.08483)",0.0116242403818447,"",,,-92.5692478955004,"(0.22233, 0.06246)","W=0.3212, RGB=0.6788",B-R
113,"(0.23597, 0.09103)",3,"(0.24879, 0.09385)",0.0150062751042861,"",,,-102.596845655037,"(0.24145, 0.07177)","W=0.2963, RGB=0.7037",B-R
113,"(0.23597, 0.09103)",4,"(0.21596, 0.08700)",0.0235740585691489,"",,,-38.8208859038444,"(0.20009, 0.05163)","W=0.4772, RGB=0.5228",B-R
113,"(0.23597, 0.09103)",5,"(0.24560, 0.08272)",0.0241126540499864,"",,,-151.500967882314,"(0.24209, 0.07208)","W=0.1622, RGB=0.8378",B-R
113,"(0.23597, 0.09103)",6,"(0.25221, 0.10582)",0.0275945395801553,"",,,-64.7922239534514,"(0.24070, 0.07140)","W=0.4090, RGB=0.5910",B-R
114,"(0.23947, 0.10329)",1,"(0.23660, 0.10848)",0.0108403916938119,"dUV max=0.026778, min=0.010840, avg=0.018813",-61.4270,-61.0854,-22.503372597206,"(0.21703, 0.05988)","W=0.5408, RGB=0.4592",B-R
114,"(0.23947, 0.10329)",2,"(0.23370, 0.09622)",0.0124044275974041,"",,,-53.6407710436051,"(0.21991, 0.06128)","W=0.4404, RGB=0.5596",B-R
114,"(0.23947, 0.10329)",3,"(0.25221, 0.10582)",0.0143849357307333,"",,,-64.7922239534514,"(0.24070, 0.07140)","W=0.4090, RGB=0.5910",B-R
114,"(0.23947, 0.10329)",4,"(0.21813, 0.09866)",0.0241946269082731,"",,,-7.97790534293346,"(0.19540, 0.04935)","W=0.5821, RGB=0.4179",B-R
114,"(0.23947, 0.10329)",5,"(0.24879, 0.09385)",0.0242748855950787,"",,,-102.596845655037,"(0.24145, 0.07177)","W=0.2963, RGB=0.7037",B-R
114,"(0.23947, 0.10329)",6,"(0.25590, 0.11873)",0.0267784390184453,"",,,-34.5129522622261,"(0.23980, 0.07096)","W=0.5050, RGB=0.4950",B-R
115,"(0.24325, 0.11653)",1,"(0.23974, 0.12172)",0.0105601104661628,"dUV max=0.025963, min=0.010560, avg=0.018798",-30.0667,-29.7255,3.03213706060082,"(0.21352, 0.05817)","W=0.6265, RGB=0.3735",B-R
115,"(0.24325, 0.11653)",2,"(0.23660, 0.10848)",0.0131902830466053,"",,,-22.503372597206,"(0.21703, 0.05988)","W=0.5408, RGB=0.4592",B-R
115,"(0.24325, 0.11653)",3,"(0.25590, 0.11873)",0.0137851856249785,"",,,-34.5129522622261,"(0.23980, 0.07096)","W=0.5050, RGB=0.4950",B-R
115,"(0.24325, 0.11653)",4,"(0.25221, 0.10582)",0.0244639927084678,"",,,-64.7922239534514,"(0.24070, 0.07140)","W=0.4090, RGB=0.5910",B-R
115,"(0.24325, 0.11653)",5,"(0.22047, 0.11122)",0.0248272146707071,"",,,17.0764033894093,"(0.18975, 0.04660)","W=0.6706, RGB=0.3294",B-R
115,"(0.24325, 0.11653)",6,"(0.25989, 0.13269)",0.0259630094779927,"",,,-9.67861235343045,"(0.23870, 0.07042)","W=0.5879, RGB=0.4121",B-R
116,"(0.24735, 0.13089)",1,"(0.24313, 0.13605)",0.0103385036299178,"dUV max=0.025471, min=0.010339, avg=0.018805",-4.2626,-3.9420,24.3622245391637,"(0.20918, 0.05606)","W=0.7005, RGB=0.2995",B-R
116,"(0.24735, 0.13089)",2,"(0.25989, 0.13269)",0.0132099656592611,"",,,-9.67861235343045,"(0.23870, 0.07042)","W=0.5879, RGB=0.4121",B-R
116,"(0.24735, 0.13089)",3,"(0.23974, 0.12172)",0.0139808509378311,"",,,3.03213706060082,"(0.21352, 0.05817)","W=0.6265, RGB=0.3735",B-R
116,"(0.24735, 0.13089)",4,"(0.25590, 0.11873)",0.0246793575907419,"",,,-34.5129522622261,"(0.23980, 0.07096)","W=0.5050, RGB=0.4950",B-R
116,"(0.24735, 0.13089)",5,"(0.26422, 0.14784)",0.025148316232107,"",,,10.9857448324033,"(0.23733, 0.06976)","W=0.6601, RGB=0.3399",B-R
116,"(0.24735, 0.13089)",6,"(0.22300, 0.12481)",0.0254709263405586,"",,,37.6761921168151,"(0.18278, 0.04321)","W=0.7462, RGB=0.2538",B-R
117,"(0.25181, 0.14651)",1,"(0.24681, 0.15163)",0.0101794039521018,"dUV max=0.026125, min=0.010179, avg=0.018833",17.3341,17.6195,42.4063161912303,"(0.20365, 0.05337)","W=0.7651, RGB=0.2349",B-R
117,"(0.25181, 0.14651)",2,"(0.26422, 0.14784)",0.0126626192388688,"",,,10.9857448324033,"(0.23733, 0.06976)","W=0.6601, RGB=0.3399",B-R
117,"(0.25181, 0.14651)",3,"(0.24313, 0.13605)",0.0147753748618474,"",,,24.3622245391637,"(0.20918, 0.05606)","W=0.7005, RGB=0.2995",B-R
117,"(0.25181, 0.14651)",4,"(0.26893, 0.16433)",0.0243344332321864,"",,,28.0685444011133,"(0.23556, 0.06890)","W=0.7236, RGB=0.2764",B-R
117,"(0.25181, 0.14651)",5,"(0.25989, 0.13269)",0.0249202994807336,"",,,-9.67861235343045,"(0.23870, 0.07042)","W=0.5879, RGB=0.4121",B-R
117,"(0.25181, 0.14651)",6,"(0.22575, 0.13954)",0.0261249396602736,"",,,54.6257048371244,"(0.17399, 0.03893)","W=0.8116, RGB=0.1884",B-R
118,"(0.25668, 0.16355)",1,"(0.25083, 0.16863)",0.0100857699557477,"dUV max=0.026789, min=0.010086, avg=0.018884",35.8127,35.8556,57.7379236877422,"(0.19638, 0.04983)","W=0.8219, RGB=0.1781",B-R
118,"(0.25668, 0.16355)",2,"(0.26893, 0.16433)",0.0121469149385451,"",,,28.0685444011133,"(0.23556, 0.06890)","W=0.7236, RGB=0.2764",B-R
118,"(0.25668, 0.16355)",3,"(0.24681, 0.15163)",0.0155732493377687,"",,,42.4063161912303,"(0.20365, 0.05337)","W=0.7651, RGB=0.2349",B-R
118,"(0.25668, 0.16355)",4,"(0.27408, 0.18236)",0.0235214445861524,"",,,40.333884001964,"(0.23322, 0.06776)","W=0.7799, RGB=0.2201",B-R
118,"(0.25668, 0.16355)",5,"(0.26422, 0.14784)",0.0251860843442001,"",,,10.9857448324033,"(0.23733, 0.06976)","W=0.6601, RGB=0.3399",B-R
118,"(0.25668, 0.16355)",6,"(0.22874, 0.15558)",0.0267885001283328,"",,,68.2321479847341,"(0.16253, 0.03335)","W=0.8687, RGB=0.1313",B-R
119,"(0.26201, 0.18223)",1,"(0.25523, 0.18723)",0.0100594298867495,"dUV max=0.027461, min=0.010059, avg=0.018958",51.2569,51.3065,70.3348785300698,"(0.18640, 0.04497)","W=0.8722, RGB=0.1278",B-R
119,"(0.26201, 0.18223)",2,"(0.27408, 0.18236)",0.0116670494267362,"",,,40.333884001964,"(0.23322, 0.06776)","W=0.7799, RGB=0.2201",B-R
119,"(0.26201, 0.18223)",3,"(0.25083, 0.16863)",0.016373984574028,"",,,57.7379236877422,"(0.19638, 0.04983)","W=0.8219, RGB=0.1781",B-R
119,"(0.26201, 0.18223)",4,"(0.27973, 0.20214)",0.0227094463466871,"",,,49.8118054727241,"(0.22996, 0.06617)","W=0.8301, RGB=0.1699",B-R
119,"(0.26201, 0.18223)",5,"(0.26893, 0.16433)",0.0254759346490534,"",,,28.0685444011133,"(0.23556, 0.06890)","W=0.7236, RGB=0.2764",B-R
119,"(0.26201, 0.18223)",6,"(0.23201, 0.17310)",0.0274609156668964,"",,,78.2000424873287,"(0.15664, 0.04249)","W=0.8592, RGB=0.1408",
120,"(0.26788, 0.20279)",1,"(0.26007, 0.20768)",0.0101009102044604,"dUV max=0.028142, min=0.010101, avg=0.019056",62.5930,63.0062,79.3401314237815,"(0.17183, 0.03788)","W=0.9172, RGB=0.0828",B-R
120,"(0.26788, 0.20279)",2,"(0.27973, 0.20214)",0.0112276188657045,"",,,49.8118054727241,"(0.22996, 0.06617)","W=0.8301, RGB=0.1699",B-R
120,"(0.26788, 0.20279)",3,"(0.25523, 0.18723)",0.0171771805017772,"",,,70.3348785300698,"(0.18640, 0.04497)","W=0.8722, RGB=0.1278",B-R
120,"(0.26788, 0.20279)",4,"(0.28597, 0.22395)",0.0218985486869036,"",,,58.2968668742612,"(0.22511, 0.06381)","W=0.8751, RGB=0.1249",B-R
120,"(0.26788, 0.20279)",5,"(0.27408, 0.18236)",0.0257890389731453,"",,,40.333884001964,"(0.23322, 0.06776)","W=0.7799, RGB=0.2201",B-R
120,"(0.26788, 0.20279)",6,"(0.23559, 0.19231)",0.0281415515327251,"",,,86.326139960883,"(0.15591, 0.06483)","W=0.8142, RGB=0.1858",
121,"(0.27438, 0.22554)",1,"(0.26542, 0.23028)",0.0102093842878343,"dUV max=0.027885, min=0.010209, avg=0.019021",70.4969,71.1649,84.8516135590899,"(0.15212, 0.03276)","W=0.9466, RGB=0.0534",G-B
121,"(0.27438, 0.22554)",2,"(0.28597, 0.22395)",0.0108335447443165,"",,,58.2968668742612,"(0.22511, 0.06381)","W=0.8751, RGB=0.1249",B-R
121,"(0.27438, 0.22554)",3,"(0.26007, 0.20768)",0.0179825074007149,"",,,79.3401314237815,"(0.17183, 0.03788)","W=0.9172, RGB=0.0828",B-R
121,"(0.27438, 0.22554)",4,"(0.29287, 0.24811)",0.0210888785637891,"",,,71.6946307174399,"(0.21709, 0.05991)","W=0.9158, RGB=0.0842",B-R
121,"(0.27438, 0.22554)",5,"(0.27973, 0.20214)",0.0261245612277033,"",,,49.8118054727241,"(0.22996, 0.06617)","W=0.8301, RGB=0.1699",B-R
121,"(0.27438, 0.22554)",6,"(0.27135, 0.25538)",0.0278853832252791,"",,,89.3830208146098,"(0.15116, 0.07437)","W=0.9008, RGB=0.0992",G-B
122,"(0.28160, 0.25084)",1,"(0.27135, 0.25538)",0.0103827525917142,"dUV max=0.027478, min=0.010383, avg=0.018984",80.6729,82.4577,89.3830208146098,"(0.15116, 0.07437)","W=0.9008, RGB=0.0992",G-B
122,"(0.28160, 0.25084)",2,"(0.29287, 0.24811)",0.0104899400058656,"",,,71.6946307174399,"(0.21709, 0.05991)","W=0.9158, RGB=0.0842",B-R
122,"(0.28160, 0.25084)",3,"(0.26542, 0.23028)",0.0187896912723128,"",,,84.8516135590899,"(0.15212, 0.03276)","W=0.9466, RGB=0.0534",G-B
122,"(0.28160, 0.25084)",4,"(0.30057, 0.27503)",0.0202805830002446,"",,,84.6234452733973,"(0.20139, 0.05226)","W=0.9527, RGB=0.0473",B-R
122,"(0.28160, 0.25084)",5,"(0.28597, 0.22395)",0.0264816493215132,"",,,58.2968668742612,"(0.22511, 0.06381)","W=0.8751, RGB=0.1249",B-R
122,"(0.28160, 0.25084)",6,"(0.27798, 0.28341)",0.0274782226429716,"",,,94.5099321291668,"(0.14983, 0.13210)","W=0.8592, RGB=0.1408",G-B
123,"(0.28968, 0.27914)",1,"(0.30057, 0.27503)",0.010201905419685,"dUV max=0.027090, min=0.010202, avg=0.018974",89.7660,91.6406,84.6234452733973,"(0.20139, 0.05226)","W=0.9527, RGB=0.0473",B-R
123,"(0.28968, 0.27914)",2,"(0.27798, 0.28341)",0.0106178368084448,"",,,94.5099321291668,"(0.14983, 0.13210)","W=0.8592, RGB=0.1408",G-B
123,"(0.28968, 0.27914)",3,"(0.30919, 0.30521)",0.0194738331575298,"",,,94.3330468304274,"(0.15771, 0.03241)","W=0.9853, RGB=0.0147",
123,"(0.28968, 0.27914)",4,"(0.27135, 0.25538)",0.0195985026741046,"",,,89.3830208146098,"(0.15116, 0.07437)","W=0.9008, RGB=0.0992",G-B
123,"(0.28968, 0.27914)",5,"(0.29287, 0.24811)",0.0268594431346069,"",,,71.6946307174399,"(0.21709, 0.05991)","W=0.9158, RGB=0.0842",B-R
123,"(0.28968, 0.27914)",6,"(0.28544, 0.31493)",0.0270901776457573,"",,,94.6085444698083,"(0.17152, 0.23432)","W=0.7794, RGB=0.2206",
124,"(0.29878, 0.31101)",1,"(0.30919, 0.30521)",0.00997425637948441,"dUV max=0.027257, min=0.009974, avg=0.018990",95.3300,96.2543,94.3330468304274,"(0.15771, 0.03241)","W=0.9853, RGB=0.0147",
124,"(0.29878, 0.31101)",2,"(0.28544, 0.31493)",0.0109106484164219,"",,,94.6085444698083,"(0.17152, 0.23432)","W=0.7794, RGB=0.2206",
124,"(0.29878, 0.31101)",3,"(0.31893, 0.33927)",0.0186688294258307,"",,,96.0122258218959,"(0.22611, 0.27769)","W=0.8892, RGB=0.1108",
124,"(0.29878, 0.31101)",4,"(0.27798, 0.28341)",0.0204087481069006,"",,,94.5099321291668,"(0.14983, 0.13210)","W=0.8592, RGB=0.1408",G-B
124,"(0.29878, 0.31101)",5,"(0.29388, 0.35063)",0.0267220810081608,"",,,92.3780795591851,"(0.19702, 0.35482)","W=0.7064, RGB=0.2936",
124,"(0.29878, 0.31101)",6,"(0.30057, 0.27503)",0.0272570817124771,"",,,84.6234452733973,"(0.20139, 0.05226)","W=0.9527, RGB=0.0473",B-R
125,"(0.30910, 0.34718)",1,"(0.31893, 0.33927)",0.00981119716044583,"dUV max=0.027674, min=0.009811, avg=0.019034",94.1534,94.8414,96.0122258218959,"(0.22611, 0.27769)","W=0.8892, RGB=0.1108",
125,"(0.30910, 0.34718)",2,"(0.29388, 0.35063)",0.0112566834595605,"",,,92.3780795591851,"(0.19702, 0.35482)","W=0.7064, RGB=0.2936",
125,"(0.30910, 0.34718)",3,"(0.33001, 0.37803)",0.0178658078373241,"",,,94.3654423165111,"(0.30542, 0.58503)","W=0.8092, RGB=0.1908",R-G
125,"(0.30910, 0.34718)",4,"(0.28544, 0.31493)",0.0212202633061167,"",,,94.6085444698083,"(0.17152, 0.23432)","W=0.7794, RGB=0.2206",
125,"(0.30910, 0.34718)",5,"(0.30353, 0.39139)",0.0263747679648685,"",,,89.3081614171004,"(0.22940, 0.49657)","W=0.6350, RGB=0.3650",
125,"(0.30910, 0.34718)",6,"(0.30919, 0.30521)",0.0276737096307332,"",,,94.3330468304274,"(0.15771, 0.03241)","W=0.9853, RGB=0.0147",
126,"(0.32092, 0.38858)",1,"(0.33001, 0.37803)",0.00971598025855156,"dUV max=0.027763, min=0.009716, avg=0.019046",89.8547,91.2844,94.3654423165111,"(0.30542, 0.58503)","W=0.8092, RGB=0.1908",R-G
126,"(0.32092, 0.38858)",2,"(0.30353, 0.39139)",0.0116512007714519,"",,,89.3081614171004,"(0.22940, 0.49657)","W=0.6350, RGB=0.3650",
126,"(0.32092, 0.38858)",3,"(0.34272, 0.42252)",0.0170650482125196,"",,,78.8104624158294,"(0.35833, 0.54660)","W=0.5183, RGB=0.4817",R-G
126,"(0.32092, 0.38858)",4,"(0.29388, 0.35063)",0.0220329079682381,"",,,92.3780795591851,"(0.19702, 0.35482)","W=0.7064, RGB=0.2936",
126,"(0.32092, 0.38858)",5,"(0.31464, 0.43839)",0.0260490698540382,"",,,84.1180112230032,"(0.27990, 0.60357)","W=0.5163, RGB=0.4837",R-G
126,"(0.32092, 0.38858)",6,"(0.36904, 0.40764)",0.0277630706979043,"",,,67.0767840838498,"(0.42422, 0.49873)","W=0.5204, RGB=0.4796",R-G
127,"(0.33458, 0.43642)",1,"(0.34272, 0.42252)",0.00969060567322539,"dUV max=0.027079, min=0.009691, avg=0.018953",79.3842,80.7535,78.8104624158294,"(0.35833, 0.54660)","W=0.5183, RGB=0.4817",R-G
127,"(0.33458, 0.43642)",2,"(0.31464, 0.43839)",0.0120894548922022,"",,,84.1180112230032,"(0.27990, 0.60357)","W=0.5163, RGB=0.4837",R-G
127,"(0.33458, 0.43642)",3,"(0.35747, 0.47411)",0.0162668845996085,"",,,58.5962061128669,"(0.36977, 0.53829)","W=0.2494, RGB=0.7506",R-G
127,"(0.33458, 0.43642)",4,"(0.30353, 0.39139)",0.0228465615697151,"",,,89.3081614171004,"(0.22940, 0.49657)","W=0.6350, RGB=0.3650",
127,"(0.33458, 0.43642)",5,"(0.32760, 0.49316)",0.0257458070098112,"",,,67.8777437989625,"(0.32442, 0.57122)","W=0.2484, RGB=0.7516",R-G
127,"(0.33458, 0.43642)",6,"(0.38532, 0.45634)",0.0270792703818567,"",,,47.2046110554327,"(0.41057, 0.50865)","W=0.2504, RGB=0.7496",R-G
128,"(0.35055, 0.49234)",1,"(0.35747, 0.47411)",0.00973561952365165,"dUV max=0.026404, min=0.009736, avg=0.018884",64.8854,65.3877,58.5962061128669,"(0.36977, 0.53829)","W=0.2494, RGB=0.7506",R-G
128,"(0.35055, 0.49234)",2,"(0.32760, 0.49316)",0.0125668708527807,"",,,67.8777437989625,"(0.32442, 0.57122)","W=0.2484, RGB=0.7516",R-G
128,"(0.35055, 0.49234)",3,"(0.37477, 0.53465)",0.0154717187773147,"",,,24.8810403423692,"(0.37477, 0.53465)","W=0.0000, RGB=1.0000",
128,"(0.35055, 0.49234)",4,"(0.31464, 0.43839)",0.0236611200251952,"",,,84.1180112230032,"(0.27990, 0.60357)","W=0.5163, RGB=0.4837",R-G
128,"(0.35055, 0.49234)",5,"(0.34289, 0.55781)",0.0254657809654118,"",,,32.6936694006778,"(0.34289, 0.55781)","W=0.0000, RGB=1.0000",
128,"(0.35055, 0.49234)",6,"(0.40432, 0.51319)",0.0264036466708013,"",,,17.5192621722458,"(0.40432, 0.51319)","W=0.0000, RGB=1.0000",
129,"(0.36946, 0.55859)",1,"(0.37477, 0.53465)",0.00985005685113722,"dUV max=0.033347, min=0.009850, avg=0.023350",30.4877,30.4877,24.8810403423692,"(0.37477, 0.53465)","W=0.0000, RGB=1.0000",
129,"(0.36946, 0.55859)",2,"(0.34289, 0.55781)",0.0130791608957268,"",,,32.6936694006778,"(0.34289, 0.55781)","W=0.0000, RGB=1.0000",
129,"(0.36946, 0.55859)",3,"(0.32760, 0.49316)",0.0244764929963541,"",,,67.8777437989625,"(0.32442, 0.57122)","W=0.2484, RGB=0.7516",R-G
129,"(0.36946, 0.55859)",4,"(0.35747, 0.47411)",0.029513485771215,"",,,58.5962061128669,"(0.36977, 0.53829)","W=0.2494, RGB=0.7506",R-G
129,"(0.36946, 0.55859)",5,"(0.40432, 0.51319)",0.0298310774872639,"",,,17.5192621722458,"(0.40432, 0.51319)","W=0.0000, RGB=1.0000",
129,"(0.36946, 0.55859)",6,"(0.30840, 0.58286)",0.033346899006477,"",,,33.2986104795885,"(0.30840, 0.58286)","W=0.0000, RGB=1.0000",
130,"(0.24751, 0.07743)",1,"(0.24264, 0.07234)",0.0105488975169592,"dUV max=0.030780, min=0.010549, avg=0.020166",-227.0242,-227.0242,-218.238347343943,"(0.24264, 0.07234)","W=0.0000, RGB=1.0000",
130,"(0.24751, 0.07743)",2,"(0.24560, 0.08272)",0.0123972381042677,"",,,-151.500967882314,"(0.24209, 0.07208)","W=0.1622, RGB=0.8378",B-R
130,"(0.24751, 0.07743)",3,"(0.25976, 0.08067)",0.0150622110166876,"",,,-218.7769106585,"(0.25976, 0.08067)","W=0.0000, RGB=1.0000",
130,"(0.24751, 0.07743)",4,"(0.22850, 0.07422)",0.023643666844197,"",,,-142.929162313174,"(0.22439, 0.06346)","W=0.1772, RGB=0.8228",B-R
130,"(0.24751, 0.07743)",5,"(0.26340, 0.09156)",0.0285621537481512,"",,,-154.739618097109,"(0.26054, 0.08105)","W=0.1495, RGB=0.8505",B-R
130,"(0.24751, 0.07743)",6,"(0.23101, 0.08483)",0.0307802407132043,"",,,-92.5692478955004,"(0.22233, 0.06246)","W=0.3212, RGB=0.6788",B-R
